"region","regioncode","prefecture","commune","canton","code_canton","code","localite_name","localites","locationcode","idcentre","centres"
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2610,NABOAGBANE I,NABOAGBANE I-EPP GADJAME,"000014256","14256",EPP GADJAME
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2597,BOUTASSOUTOUGOU-HAUT,BOUTASSOUTOUGOU-HAUT-EDIL YOKOU,"000014257","14257",EDIL YOKOU
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2631,SABELIANI,SABELIANI-CEG NOTSE VILLE 3,"000014259","14259",CEG NOTSE VILLE 3
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2630,NABOAGBANE-HAUT,NABOAGBANE-HAUT-COLLEGE NDA NOTSE,"000014260","14260",COLLEGE NDA NOTSE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2564,NATCHEME-HAUT,NATCHEME-HAUT-LYCEE KPELE,"000014261","14261",LYCEE KPELE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2624,KONGO BIANKOULE BOUYEME,KONGO BIANKOULE BOUYEME-LYCEE NOTSE,"000014262","14262",LYCEE NOTSE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2574,GNANGBONGUE,GNANGBONGUE-EPP AGBODZE G/A,"000014263","14263",EPP AGBODZE G/A
SAVANES,R5,TONE,TONE 3,WARKAMBOU,CNT397,L2575,TAMBISGOU I (WARKAMBOU CENTRE),TAMBISGOU I (WARKAMBOU CENTRE)-EPP AMAKPAPE G/A,"000014264","14264",EPP AMAKPAPE G/A
SAVANES,R5,TONE,TONE 3,WARKAMBOU,CNT397,L2576,BONGDOURE-CENTRE,BONGDOURE-CENTRE-EPE DALIA BEGBE,"000014265","14265",EPE DALIA BEGBE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2592,KOUKONMOUGUE,KOUKONMOUGUE-EPE KPEGADJE,"000014266","14266",EPE KPEGADJE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2598,KPIARIK,KPIARIK-EPP SANTE,"000014267","14267",EPP SANTE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2603,BANGUE-KOANE,BANGUE-KOANE-EPP AMATOH,"000014268","14268",EPP AMATOH
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2608,NAGDATE II,NAGDATE II-EPC JEAN BOSCO DE DIDOME,"000014269","14269",EPC JEAN BOSCO DE DIDOME
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2612,FAL- NAGUE,FAL- NAGUE-EPP HOUNO COPE,"000014270","14270",EPP HOUNO COPE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2614,NATCHONGUE-KOANE,NATCHONGUE-KOANE-EPP KOMOU COPE,"000014271","14271",EPP KOMOU COPE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2615,BAFONGUE I,BAFONGUE I-EPC MARIE EUGENIE DE KPEDIGNI,"000014272","14272",EPC MARIE EUGENIE DE KPEDIGNI
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2616,DJAMONI,DJAMONI-EPP KPOTA G/D,"000014273","14273",EPP KPOTA G/D
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2624,KONGO BIANKOULE BOUYEME,KONGO BIANKOULE BOUYEME-EPP SABA COPE,"000014274","14274",EPP SABA COPE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2627,DATOUDJENA,DATOUDJENA-CEG NOTSE VILLE 1,"000014275","14275",CEG NOTSE VILLE 1
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2627,DATOUDJENA,DATOUDJENA-CEG NOTSE VILLE 2,"000014276","14276",CEG NOTSE VILLE 2
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2627,DATOUDJENA,DATOUDJENA-EPP TEGBE G/A,"000014277","14277",EPP TEGBE G/A
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2627,DATOUDJENA,DATOUDJENA-EPP TEGBE G/B,"000014278","14278",EPP TEGBE G/B
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2628,NANIK-BAS,NANIK-BAS-EPL STELLA G/B,"000014279","14279",EPL STELLA G/B
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2628,NANIK-BAS,NANIK-BAS-EPL STELLA G/A,"000014280","14280",EPL STELLA G/A
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2628,NANIK-BAS,NANIK-BAS-EPL STELLA G/C,"000014281","14281",EPL STELLA G/C
SAVANES,R5,TONE,TONE 3,WARKAMBOU,CNT397,L2555,WARKAMBOU-HAUT I,WARKAMBOU-HAUT I-EPP ATITSOHOE DJEKLOE,"000014283","14283",EPP ATITSOHOE DJEKLOE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2566,SAMBROUGUE,SAMBROUGUE-EPP LAKOTO AVEDJE,"000014284","14284",EPP LAKOTO AVEDJE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2570,SAMBIAWAME,SAMBIAWAME-EPP TOTAVE MIEFO COPE,"000014285","14285",EPP TOTAVE MIEFO COPE
SAVANES,R5,TONE,TONE 3,WARKAMBOU,CNT397,L2559,BOULPIELA,BOULPIELA-CEG ATITSOHOE DJEKLOE,"000014286","14286",CEG ATITSOHOE DJEKLOE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2580,TAMPIATE,TAMPIATE-EPP KABLIVE NKONTA,"000014287","14287",EPP KABLIVE NKONTA
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2596,BIANKOURE,BIANKOURE-EPP TSRAVEKOE,"000014288","14288",EPP TSRAVEKOE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2594,BOUTASSOUTOUGOU,BOUTASSOUTOUGOU-EPP KPODJI COPE,"000014289","14289",EPP KPODJI COPE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2585,DAKOKDOUR,DAKOKDOUR-EDIL ATIKETO,"000014291","14291",EDIL ATIKETO
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2600,BALKOK,BALKOK-EPP AGBEDZROVI,"000014292","14292",EPP AGBEDZROVI
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2605,LOTOGOU-CENTRE,LOTOGOU-CENTRE-EPP AVOVO COPE,"000014293","14293",EPP AVOVO COPE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2607,NAMOUNTIMPIEOGUE,NAMOUNTIMPIEOGUE-EPP DAKPODJI G/A,"000014294","14294",EPP DAKPODJI G/A
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2607,NAMOUNTIMPIEOGUE,NAMOUNTIMPIEOGUE-EPP DAKPODJI G/B,"000014295","14295",EPP DAKPODJI G/B
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2616,DJAMONI,DJAMONI-EPP KPOTA G/A,"000014296","14296",EPP KPOTA G/A
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2616,DJAMONI,DJAMONI-EPP KPOTA G/B,"000014297","14297",EPP KPOTA G/B
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2616,DJAMONI,DJAMONI-EPP KPOTA G/C,"000014298","14298",EPP KPOTA G/C
SAVANES,R5,TONE,TONE 3,WARKAMBOU,CNT397,L2572,KOUTENAMISSE,KOUTENAMISSE-EDIL YAO GAN COPE,"000014299","14299",EDIL YAO GAN COPE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2578,PALATE,PALATE-EPP GOLOWOU 1,"000014300","14300",EPP GOLOWOU 1
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2582,TANLONGUE,TANLONGUE-EPP SAMATA COPE,"000014301","14301",EPP SAMATA COPE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2565,TOUGUEBEME II,TOUGUEBEME II-EPP KPEVOU,"000014302","14302",EPP KPEVOU
SAVANES,R5,TONE,TONE 3,WARKAMBOU,CNT397,L2554,WANDAKPINGUE,WANDAKPINGUE-EGLISE PENTECOTISTE ALADO,"000014303","14303",EGLISE PENTECOTISTE ALADO
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2567,BOLIDIGBIETE,BOLIDIGBIETE-EPC LALEKPE,"000014304","14304",EPC LALEKPE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2556,MAMBOULK,MAMBOULK-MOSQUEE D'AVEDJE,"000014305","14305",MOSQUEE D'AVEDJE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2583,NATRE-KOANE,NATRE-KOANE-EPP SODJA-KOPE,"000014306","14306",EPP SODJA-KOPE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2609,KANGNOK,KANGNOK-EPC EKLI,"000014307","14307",EPC EKLI
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2616,DJAMONI,DJAMONI-EPL LA GRACE KPOTA,"000014308","14308",EPL LA GRACE KPOTA
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2617,TAWAKTE,TAWAKTE-EPP KPOTA-ZONGO-GARE,"000014309","14309",EPP KPOTA-ZONGO-GARE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2613,DJANKOKOK,DJANKOKOK-EPP KOMADANCOPE,"000014310","14310",EPP KOMADANCOPE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2595,DASSOUTE-CENTRE,DASSOUTE-CENTRE-JARDIN D'ENFANT MAKARE,"000014311","14311",JARDIN D'ENFANT MAKARE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2590,SINTOTI II,SINTOTI II-ECOLE EVANGELIQUE DE GOLOWOU,"000014312","14312",ECOLE EVANGELIQUE DE GOLOWOU
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2625,TAMI CENTRE,TAMI CENTRE-BUREAU DE COMITE VILLAGEOIS DE DEVELOPPEMENT,"000014313","14313",BUREAU DE COMITE VILLAGEOIS DE DEVELOPPEMENT
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2620,SABILIANE,SABILIANE-EGLISE ASSEMBLEE DE DIEU MAYIKPO,"000014314","14314",EGLISE ASSEMBLEE DE DIEU MAYIKPO
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2602,BASSOUDOUGOU,BASSOUDOUGOU-ALEKPOTA SOUS ARBRE,"000014315","14315",ALEKPOTA SOUS ARBRE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2634,NANIK-PAK,NANIK-PAK-EPP ADJIVOU,"000014316","14316",EPP ADJIVOU
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2638,DJEWOUG,DJEWOUG-EPP AVESSOUME,"000014317","14317",EPP AVESSOUME
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2641,GBETOU,GBETOU-EPP DJADEHOE,"000014318","14318",EPP DJADEHOE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2646,KONGO MOSSI,KONGO MOSSI-EPP HOUEVIME,"000014319","14319",EPP HOUEVIME
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2649,KONGO SANKALIGBANE,KONGO SANKALIGBANE-EPP KLOTCHOME,"000014320","14320",EPP KLOTCHOME
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2650,NASSONGUE,NASSONGUE-EPP KOTOKLOE,"000014321","14321",EPP KOTOKLOE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2656,WOAG-NAG II,WOAG-NAG II-EPP TETETOU,"000014322","14322",EPP TETETOU
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2658,POIMONGUE,POIMONGUE-EPP TOYINOUHOE,"000014323","14323",EPP TOYINOUHOE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2652,KONGO BOUBOUNI,KONGO BOUBOUNI-EPP LATEVIHOE,"000014324","14324",EPP LATEVIHOE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2660,GBAL-NAGUE,GBAL-NAGUE-EPP ZOKOUVE,"000014325","14325",EPP ZOKOUVE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2661,MANDJOAK II,MANDJOAK II-EPP AGBEDOUGBE,"000014326","14326",EPP AGBEDOUGBE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2664,NABONGUE,NABONGUE-EPP DJEMEGNI,"000014327","14327",EPP DJEMEGNI
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2670,NAKORGOU,NAKORGOU-EPP KPOVE MARCHE,"000014328","14328",EPP KPOVE MARCHE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2678,TANLONA SANKARGBANGUE,TANLONA SANKARGBANGUE-EPP TSAGBA,"000014329","14329",EPP TSAGBA
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2643,TCHANGUI,TCHANGUI-EPP EDOHOE,"000014330","14330",EPP EDOHOE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2640,DASSOUTE-KANGNOK,DASSOUTE-KANGNOK-EPP DACHIHOE,"000014331","14331",EPP DACHIHOE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2653,KARIATA,KARIATA-EPP SAGADA,"000014332","14332",EPP SAGADA
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2667,KOUNKONGBANE,KOUNKONGBANE-EPP TAKOU COPE G/A,"000014333","14333",EPP TAKOU COPE G/A
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2672,TANLONA,TANLONA-EPP KPOVE DETOKPO,"000014334","14334",EPP KPOVE DETOKPO
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2633,WORK,WORK-EPP ADJAKPAHOE G/A,"000014335","14335",EPP ADJAKPAHOE G/A
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2635,NANIK-CENTRE,NANIK-CENTRE-EPP CENTRALE ASRAMA G/B,"000014336","14336",EPP CENTRALE ASRAMA G/B
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2635,NANIK-CENTRE,NANIK-CENTRE-EPP CENTRALE ASRAMA G/A,"000014337","14337",EPP CENTRALE ASRAMA G/A
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2639,TIMPIEOGUE,TIMPIEOGUE-EPP AZONSOUGBLE,"000014338","14338",EPP AZONSOUGBLE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2642,BIDJIA,BIDJIA-EPP AGBOTRIKOUHOE,"000014339","14339",EPP AGBOTRIKOUHOE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2645,NANIK-BAS II,NANIK-BAS II-EPP GBOWLEA,"000014340","14340",EPP GBOWLEA
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2645,NANIK-BAS II,NANIK-BAS II-EPP G/BOWLE G/B,"000014341","14341",EPP G/BOWLE G/B
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2647,KONGO GNANGBANE,KONGO GNANGBANE-EPE ASSEMBLEE DE DIEU KAME,"000014342","14342",EPE ASSEMBLEE DE DIEU KAME
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2654,POKPERA-BAS,POKPERA-BAS-EPE AD SIYIME,"000014343","14343",EPE AD SIYIME
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2655,MAGOU CENTRE,MAGOU CENTRE-EPP KLOTCHOME SOGBEHOE,"000014344","14344",EPP KLOTCHOME SOGBEHOE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2659,MOMPAGUE,MOMPAGUE-EPC ASRAMA VODOME G/A,"000014345","14345",EPC ASRAMA VODOME G/A
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2659,MOMPAGUE,MOMPAGUE-EPC ASRAMA VODOME G/B,"000014346","14346",EPC ASRAMA VODOME G/B
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2663,GABONGBONGUE,GABONGBONGUE-EPP DETOKPO,"000014347","14347",EPP DETOKPO
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2673,MOMBA,MOMBA-EPP KPOVE VILLAGE,"000014348","14348",EPP KPOVE VILLAGE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2676,KOULMASSI CENTRE,KOULMASSI CENTRE-EPE SEMONDJIHOE,"000014349","14349",EPE SEMONDJIHOE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2633,WORK,WORK-EPP ADJAKPAHOE G/B,"000014350","14350",EPP ADJAKPAHOE G/B
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2637,KONGO KPAKOUATE,KONGO KPAKOUATE-EPP ATCHANKELI,"000014351","14351",EPP ATCHANKELI
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2668,BONDOUR-KOANE,BONDOUR-KOANE-EPC KPOVE AVEDJI,"000014352","14352",EPC KPOVE AVEDJI
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2674,POAMONGUE,POAMONGUE-EPP MANGOTI GOME,"000014353","14353",EPP MANGOTI GOME
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2677,BOUYENE,BOUYENE-EPP TOHUIVE,"000014354","14354",EPP TOHUIVE
SAVANES,R5,TONE,TONE 4,KORBONGOU,CNT399,L2680,KALIYATA,KALIYATA-EPP WOEDEME,"000014355","14355",EPP WOEDEME
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2644,DASSOUTE-KOUKOGOU,DASSOUTE-KOUKOGOU-EPP GBLEVEDJI,"000014356","14356",EPP GBLEVEDJI
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2648,WOAG-NAG I,WOAG-NAG I-EPE APOSTOLIQUE KANLISSOUHOE,"000014357","14357",EPE APOSTOLIQUE KANLISSOUHOE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2651,MANDJOAK I,MANDJOAK I-EGLISE APOSTOLIQUE DE KPANZOHOE,"000014358","14358",EGLISE APOSTOLIQUE DE KPANZOHOE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2665,NAKORGOU-TANTIALI,NAKORGOU-TANTIALI-EGLISE AD HLAGBATAN,"000014359","14359",EGLISE AD HLAGBATAN
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2679,SANKPELDIGBENE,SANKPELDIGBENE-VOUME,"000014360","14360",VOUME
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2636,DASSOUTE-BAGOU,DASSOUTE-BAGOU-EGLISE APOSTOLIQUE ASRAMATOU,"000014361","14361",EGLISE APOSTOLIQUE ASRAMATOU
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2666,LOGUEDE,LOGUEDE-EPP AGBITATA,"000014362","14362",EPP AGBITATA
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2662,KONGO MOBA,KONGO MOBA-EMCSA ATTIKPO-TAGBADJA,"000014363","14363",EMCSA ATTIKPO-TAGBADJA
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2669,BALMONGUE-KOANE,BALMONGUE-KOANE-MAGASIN BESSEHOE,"000014364","14364",MAGASIN BESSEHOE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2671,KPANTETANGUE II,KPANTETANGUE II-EGLISE PENTECOTE KPOVE TOGBEHOE,"000014365","14365",EGLISE PENTECOTE KPOVE TOGBEHOE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2675,KANNAN KOANE,KANNAN KOANE-EGLISE AD NIMINI KOPE,"000014366","14366",EGLISE AD NIMINI KOPE
SAVANES,R5,TONE,TONE 3,LOTOGOU,CNT394,L2657,POKPERA-HAUT,POKPERA-HAUT-INSTITUT SECONDAIRE DE TOHOEDE,"000014367","14367",INSTITUT SECONDAIRE DE TOHOEDE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2690,DJIKPIADAGOU,DJIKPIADAGOU-EPP ABALA,"000014368","14368",EPP ABALA
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2691,NAMARE DOUDJABE,NAMARE DOUDJABE-EPP ABOUDIKPE,"000014369","14369",EPP ABOUDIKPE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2694,KALIMAME,KALIMAME-EPP AKAKEGAN,"000014370","14370",EPP AKAKEGAN
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2695,TOUTOANGBANGUE,TOUTOANGBANGUE-EPP AKAME,"000014371","14371",EPP AKAME
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2681,DJADOUTIGBANE,DJADOUTIGBANE-EPP AKPAKPAKPE,"000014372","14372",EPP AKPAKPAKPE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2701,NAKI-OUEST CENTRE,NAKI-OUEST CENTRE-EPP AVASSIKPE,"000014373","14373",EPP AVASSIKPE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2702,SABILIANI,SABILIANI-EPP AVOVLOKPE,"000014374","14374",EPP AVOVLOKPE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2703,SANKPEGBANE,SANKPEGBANE-EPP AZAKPE,"000014375","14375",EPP AZAKPE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2712,ZONGO,ZONGO-EPP EHOUI,"000014377","14377",EPP EHOUI
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2714,WANGBANE,WANGBANE-EPP GNIGNON,"000014378","14378",EPP GNIGNON
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2717,LIYIATIALOU II,LIYIATIALOU II-EPP KABLIKPE,"000014379","14379",EPP KABLIKPE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2686,GBINGBELOUGUE,GBINGBELOUGUE-EPP KOKOLIAKPE,"000014380","14380",EPP KOKOLIAKPE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2721,NANDJAK I,NANDJAK I-EPP KOUBIKPE,"000014381","14381",EPP KOUBIKPE
SAVANES,R5,TONE,TONE 3,NIOUKPOURMA,CNT395,L2722,NAKRE II,NAKRE II-EPP KPEDIKE,"000014382","14382",EPP KPEDIKE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2725,TOUGONGUE,TOUGONGUE-EPP KPEGBADJA,"000014383","14383",EPP KPEGBADJA
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2707,KPIMONE,KPIMONE-EPP LATHO,"000014384","14384",EPP LATHO
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2726,DONTOUGOU II,DONTOUGOU II-EPP MEDJE,"000014385","14385",EPP MEDJE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2687,KOULMASSI-HAUT,KOULMASSI-HAUT-EPP N'NAKPEKOU,"000014386","14386",EPP N'NAKPEKOU
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2728,TONTE CENTRE,TONTE CENTRE-EPP RODOKPE,"000014387","14387",EPP RODOKPE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2733,TANALI,TANALI-EPP TSINIGAN,"000014388","14388",EPP TSINIGAN
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2735,NAMONGUE,NAMONGUE-EPP YAVA,"000014389","14389",EPP YAVA
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2689,NAMARE,NAMARE-EPP ZOMAYI,"000014390","14390",EPP ZOMAYI
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2723,NACRE I,NACRE I-EPC KPEDJI,"000014391","14391",EPC KPEDJI
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2720,YOBRE II,YOBRE II-EPP KOTA,"000014392","14392",EPP KOTA
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2724,DJABONTE,DJABONTE-LYCEE KPEDOME,"000014393","14393",LYCEE KPEDOME
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2696,TAMBONI,TAMBONI-EPP ALATI,"000014394","14394",EPP ALATI
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2697,NAMARE GNANGBANE,NAMARE GNANGBANE-EPP ALATI KPOTA,"000014395","14395",EPP ALATI KPOTA
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2698,KPANTETANGUE,KPANTETANGUE-EPP ALATI KPOTA 2,"000014396","14396",EPP ALATI KPOTA 2
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2718,TONTE HAUT,TONTE HAUT-EPP KLOUKPO COPE,"000014397","14397",EPP KLOUKPO COPE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2719,NANDJAK II,NANDJAK II-EPP KOMLA COPE,"000014398","14398",EPP KOMLA COPE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2724,DJABONTE,DJABONTE-EPP KPEDOME G/A,"000014399","14399",EPP KPEDOME G/A
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2692,YEMBANGBANE,YEMBANGBANE-EDIL AFANTODJI COPE,"000014400","14400",EDIL AFANTODJI COPE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2693,FLINGBONGUE,FLINGBONGUE-EPP AGBATITOE,"000014401","14401",EPP AGBATITOE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2705,MINMONGUE,MINMONGUE-EPP BAKO COPE,"000014402","14402",EPP BAKO COPE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2706,KPEGUIDOUNE,KPEGUIDOUNE-EPP BITOKA COPE,"000014403","14403",EPP BITOKA COPE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2710,SANFOGUE,SANFOGUE-EPP DOVI COPE,"000014404","14404",EPP DOVI COPE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2715,YALBONGBONGUE I,YALBONGBONGUE I-EPP HAKE,"000014405","14405",EPP HAKE
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2715,YALBONGBONGUE I,YALBONGBONGUE I-EPP HAKE OUEST,"000014406","14406",EPP HAKE OUEST
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2729,SANGBANGUE,SANGBANGUE-EPP SEMANOU COPE,"000014407","14407",EPP SEMANOU COPE
SAVANES,R5,TONE,TONE 2,NAKI-OUEST,CNT391,L2730,TOUGONGUE I,TOUGONGUE I-EPP SOMONE COPE,"000014408","14408",EPP SOMONE COPE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2734,YAMBANGBANGUE,YAMBANGBANGUE-EPP TSROUVITA,"000014409","14409",EPP TSROUVITA
SAVANES,R5,TONE,TONE 2,NAMARE,CNT392,L2688,YALBONGBONGUE II,YALBONGBONGUE II-EPP PARIS COPE,"000014410","14410",EPP PARIS COPE
SAVANES,R5,TONE,TONE 2,NANERGOU,CNT393,L2682,SANKARGBANGUE,SANKARGBANGUE-EPP AMOUDJI COPE,"000014411","14411",EPP AMOUDJI COPE
SAVANES,R5,TONE,TONE 3,TAMI,CNT396,L2685,NAGUEYIEGOU,NAGUEYIEGOU-EPP FARE COPE,"000014412","14412",EPP FARE COPE
